sku_id,predicted_quantity
1947CA,3.20502058217489
1953AA,1.11009520752869
1956AA,7.550161645694263
1956CA,1.1686503952504737
1964BA,775.0421107689122
1967BA,475.120073076577
1970CA,85.79489288654426
1971AA,92.30562874411744
1990AA,113.71717063175541
1992AA,74.23363190756774
1993AA,529.3118609697447
1994AA,226.95996292035122
1995AA,95.92303299490865
2013AA,57.35253392754578
2016CA,117.34259672773425
2021CA,7.362028725784083
2025AA,9.356187126945178
2039CA,10.49936325339725
2041CA,7.673876483683669
2044CA,5.180122418326088
2053BA,8.582019979239357
2054CA,7.74755396526847
2060AA,3.7891085114069476
2096AA,8.662069830106159
2115CA,8.107291159404769
2117BA,20.262521930452845
2139BA,11.445748514673276
2143AA,4.345490975709689
2170BA,3.985557720187793
2173CA,4.84100627995832
2189CA,39.99652929513446
2200CA,21.696541914237464
2212AA,4.355336882097653
2212CA,2.25077164686696
2227AA,3.6579860096898544
2229AA,3.951393816101522
2229CA,7.676050338993913
2265BA,4.863731590702683
2267CA,3.549759974551097
2277AA,131.07947873312992
2291AA,550.9362401174723
2293AA,171.8110120938414
2315BA,80.03148617314496
2317CA,592.9941605121953
2326CA,394.1347905544691
2331CA,133.706848650805
2336BA,149.99555936261225
2337CA,257.6012729632448
2365AA,4.322502234256614
2371CA,8938.318483590603
2391CA,18959.760551348238
2396CA,1225.7509067782182
2418CA,11022.526321463112
2422BA,1326.278250180982
2449CA,4.388756940975177
2458CA,2036.3552765010988
2473CA,7418.958160998183
2498BA,1.11009520752869
2498CA,1.9134627253084184
2501CA,325.30364073778026
2508BA,1.8599303652750447
2513CA,1.9134627253084184
2515BA,278.2903555806745
2528CA,1204.017359015601
2539AA,7.154275644115163
2548CA,4.701647418218189
2564BA,115.29665408052165
2565CA,83.69067871275514
2573CA,45.30071861837538
2606AA,2.4029764540903886
2621AA,15.082611137332751
2632AA,109.25072771573724
2646AA,30.320489373379658
2673BA,549.7006402213758
2727CA,300.2743151539461
2729AA,67.19099247825314
2752AA,65.72463013040999
2763CA,1217.959240154817
2803BA,526.8545616516056
2814BA,222.964764741483
2840AA,1107.3780954329673
2867AA,18.814932237836633
2876CA,4.253322331608047
2923CA,58.95082147935639
2930CA,9.757213034752866
2935BA,36.621307792683545
2938CA,6.813427562695504
2953BA,68.98411165583536
2953CA,1.11009520752869
2956AA,10.07951149647988
2970CA,1.1165243238558278
2977BA,8.7006467898319
2988AA,1.6370130604108835
2994CA,1.11009520752869
3006CA,6.52586056502113
3007CA,2.1972550041806382
3016BA,1.11009520752869
3025CA,2.4270635665827807
3027CA,1.11009520752869
3038BA,1.11009520752869
3053AA,9.968979997675554
3075AA,2.1737762509924186
3075BA,9.60243160948966
3079BA,173.80594759292973
3084CA,1.1362507206512003
3098AA,5.899561970691364
3120BA,5.693300231879819
3125AA,4.147732785789966
3126BA,4.676331781738559
3132BA,1.11009520752869
3138CA,5.809138069707822
3143CA,106.30052433621466
3160BA,4.415987184212839
3177CA,75.74969958716295
3178CA,1.11009520752869
3180BA,6.5407450248992305
3193AA,3.4741319654993816
3205AA,1.11009520752869
3239AA,6.383228237199872
3249CA,4.257735563091486
3250CA,192.84402430139448
3264CA,4.431386359592835
3271CA,1.11009520752869
3345AA,7.940993225155429
3358BA,1.1165243238558278
3365CA,7.376073104921906
3378CA,339.08503055387706
3399AA,2.5671471175955043
3404CA,6.149724279755976
3407CA,4.425003623508157
3413AA,16.48299482060436
3420AA,2.4029764540903886
3423CA,2.0382153660001845
3448CA,38.45409158428006
3461CA,989.3679463865949
3462AA,61.97386713504181
3494AA,78.03613808740104
3495CA,32.803513322551204
3502BA,8.945235055854434
3512AA,2445.3840954386756
3533CA,2824.269532245972
3551CA,387.18488317626213
3556AA,25.29093442598238
3576BA,10.783505793495038
3590BA,4.7416260553937875
3610AA,26.867772392392624
3616CA,8.770971118151328
3619CA,1676.8710320015762
