sku_id,Predicted_Quantity
1009AA,371.00512483607224
1077CA,1383.261975909584
1083AA,2652.119056418547
1116CA,2648.4726635510197
1126CA,1288.304311866314
1130AA,130.41155647092054
1145BA,92.16280416346866
1161AA,50.28407243569446
1163CA,46.3054622113866
1193BA,328.31960928713556
1196AA,7.5129121540139145
1206BA,94.97402007284059
1214CA,27.111812603164154
1224AA,26.22771853430388
1234BA,42.508498153897
1244AA,1344.1077310654507
1255CA,1.931311339293957
1281BA,1.931311339293957
1283CA,1.931311339293957
1295CA,1.931311339293957
1296CA,5.348916256497775
1308BA,4.020197342428722
1315BA,5.086264269654251
1317BA,7.306271704773581
1317CA,1.931311339293957
1321BA,6.6930268903832895
1325AA,7.123634815819811
1326AA,1.931311339293957
1330CA,1.931311339293957
1366BA,1.931311339293957
1367CA,1.931311339293957
1373BA,4.911442659663342
1374CA,6.28521799475059
1379CA,7.514447985809277
1382CA,6.928687417110539
1385CA,4.956831407409742
1390BA,5.279179897245855
1403CA,1.931311339293957
1420CA,1.931311339293957
1434BA,1.931311339293957
1436BA,6.848684512955726
1441AA,4.386359846834421
1445BA,1.931311339293957
1464AA,1.931311339293957
1468AA,1.931311339293957
1479CA,1.931311339293957
1484BA,1.931311339293957
1486CA,7.642210148455835
1488CA,4.913240915978705
1497CA,46.91663810871568
1499AA,51.66933019728401
1499CA,1.931311339293957
1511CA,7.47640136509108
1514BA,1.931311339293957
1571AA,6.870338531901374
1582CA,1.931311339293957
1584BA,1.931311339293957
1586CA,6.0240934999599585
1601AA,4.020197342428722
1624AA,1.931311339293957
1624CA,1.931311339293957
1630BA,1.931311339293957
1650AA,6.896963253232014
1672AA,6.9193716233516955
1678CA,3.9921162919569664
1681CA,15.057296418527768
1688CA,5.963141419731539
1695CA,1.931311339293957
1698CA,8.518293871864877
1708AA,1.931311339293957
1712AA,4.5029812496656465
1741BA,1.931311339293957
1745BA,1.931311339293957
1764AA,10.187386343018371
1766CA,1.9896462691945425
1767CA,5.293547355213537
1798AA,1.931311339293957
1801AA,8.89385417505608
1811CA,6.8932941427596806
1819AA,1.931311339293957
1826AA,5.6406143641827535
1827AA,1.931311339293957
1830AA,1.931311339293957
1842BA,1.931311339293957
1851CA,4.420950395170625
1857AA,7.882901843975947
1876AA,1.931311339293957
1882CA,1.931311339293957
1902BA,4.911442659663342
1906CA,1.931311339293957
1907AA,1.931311339293957
1908AA,1.931311339293957
1921AA,1.931311339293957
1945AA,1.931311339293957
1947CA,3.5353641668010267
1953AA,1.931311339293957
1956AA,1.931311339293957
1956CA,1.931311339293957
1964BA,193.7977514320806
1967BA,54.72817265447026
1970CA,34.17755555229825
1971AA,22.34648779278265
1979AA,24.61989085412552
1990AA,30.89238313738909
1992AA,23.002005872103712
1993AA,72.81316970128148
1994AA,124.53642530245196
1995AA,75.36076053677405
2013AA,54.35881079236433
2016CA,37.121723315804545
2021CA,4.386359846834421
2025AA,10.821577149407707
2039CA,9.102002933220685
2041CA,5.473666725223421
2044CA,6.634311599446868
2053BA,3.050763090397901
2054AA,6.8126292948404945
2054CA,5.741270926529677
2060AA,2.0352226694038196
2066AA,1.931311339293957
2078CA,66.13871161133237
2096AA,10.661015408391249
2096BA,4.386359846834421
2115CA,5.651046917233397
2117BA,13.523683006524985
2139BA,1.931311339293957
2142CA,11.110151588511362
2143AA,3.8133086398051415
2170BA,3.83907370844346
2173CA,1.931311339293957
2189CA,26.29558955786647
2200CA,7.037092616687841
2212AA,2.363763479837589
2212CA,1.931311339293957
2220BA,4.9995219949697
2223AA,4.9995219949697
2227AA,1.931311339293957
2229AA,1.931311339293957
2229CA,1.931311339293957
2234AA,5.191557554344825
2236CA,2.0352226694038196
2255CA,30.050666751219794
2265BA,1.931311339293957
2267CA,3.8255496303347285
2277AA,94.70315039176185
2291AA,201.16750736549548
2293AA,219.82269280233794
2315BA,26.16737536262204
