sku_id,Predicted_Quantity
2317CA,103.15249997147944
2326CA,61.55863796563435
2331CA,119.72847002415978
2336BA,85.67821270418747
2337CA,50.04810020532513
2342CA,28.897058448587668
2348BA,1.931311339293957
2365AA,5.484813525053349
2371CA,5697.174183493067
2391CA,8490.239726042364
2396CA,138.74881325679135
2418CA,3903.826696081939
2422BA,123.35420227860496
2429BA,91.51954810853886
2449CA,3.050763090397901
2458CA,2499.024009905087
2471CA,64.17722299743743
2473CA,3751.0768713520315
2483BA,440.6094985397075
2484BA,59.48401160847405
2498BA,1.931311339293957
2498CA,1.931311339293957
2501CA,26.547433952121196
2508BA,1.931311339293957
2513CA,1.931311339293957
2515BA,95.20706355104494
2528CA,678.9341055668068
2539AA,7.491486769478189
2548CA,2.320687963875889
2555CA,52.728014337879756
2564BA,63.54674802564459
2565CA,28.4261289358104
2573CA,20.5956504742086
2600BA,1.931311339293957
2604CA,10.804338687246736
2606AA,1.931311339293957
2621AA,1.931311339293957
2632AA,79.17679442749731
2640BA,41.47352182416993
2646AA,64.84555810372565
2662CA,1.931311339293957
2672BA,5.6277308733517595
2673BA,78.82556733772374
2680BA,1.931311339293957
2714CA,342.780548027293
2727CA,99.84484262506209
2729AA,35.494573900634016
2752AA,23.933351317611354
2763CA,325.89522396385235
2766AA,20.66920451818255
2767AA,29.224118861245913
2785BA,53.530833030621885
2803BA,263.6744559141525
2814BA,261.4550393174791
2840AA,171.44979565151624
2847BA,209.86544253597907
2867AA,25.92460690936772
2876CA,2.363763479837589
2923CA,89.93116673254875
2925CA,20.480993574188854
2930CA,8.135246437024048
2935BA,33.89231081318804
2938CA,5.285685790499017
2953BA,34.96309797481872
2953CA,1.931311339293957
2956AA,14.770633194997943
2970CA,1.931311339293957
2977BA,5.996839951427134
2988AA,1.931311339293957
2994CA,1.931311339293957
3003AA,1.931311339293957
3006CA,5.72988647083035
3007CA,2.0352226694038196
3016BA,1.931311339293957
3025CA,1.931311339293957
3027CA,1.931311339293957
3038BA,1.931311339293957
3044AA,1.931311339293957
3053AA,4.386359846834421
3075AA,1.931311339293957
3075BA,5.639685639640962
3079BA,15.96208454665232
3084CA,1.931311339293957
3098AA,5.194309127911741
3120BA,4.386359846834421
3125AA,1.931311339293957
3126BA,5.282055238113991
3132BA,1.931311339293957
3138CA,5.21429074969749
3143CA,94.24394910652497
3160BA,2.0352226694038196
3161BA,21.93755389233655
3177CA,50.45966727931386
3178CA,1.931311339293957
3180BA,7.017785446027359
3193AA,1.931311339293957
3205AA,1.931311339293957
3239AA,5.736445553992892
3249CA,2.347463509192936
3250CA,83.30941703546347
3264CA,6.094190124280145
3271CA,1.931311339293957
3345AA,4.020197342428722
3358BA,1.931311339293957
3365CA,2.363763479837589
3378CA,38.23550198470007
3399AA,1.931311339293957
3404CA,2.363763479837589
3407CA,1.931311339293957
3413AA,7.592060274105501
3420AA,1.931311339293957
3423CA,1.931311339293957
3448CA,20.119742589573995
3461CA,6.8126292948404945
3462AA,26.13392672054085
3494AA,34.7324535170473
3495CA,22.480365298956798
3502BA,3.83907370844346
3512AA,1477.005157683971
3533CA,2277.0931035153676
3551CA,116.25030822710175
3556AA,5.272145001579681
3570CA,42.883434458807294
3576BA,5.996839951427134
3579CA,24.809036770487683
3590BA,4.020197342428722
3610AA,27.824070316821537
3616CA,6.0240934999599585
3619CA,114.88128464171055
